,sno,complaint,complaint_description,complaint_type,recieved_date,incident_date,county,incident_status_desc,incident_zip,incident_closed_date
387,388,181421,Dust from sandblasting going into neighbor's yard and on his vehicles.,['Air'],2023-08-29,2023-08-28,Frederick,Incident Closed-Managed,,2023-08-29
388,389,181420,Paint fumes/odor from recent paint application at the school.  Unable to clearly hear the name of the school.  No phone number given.,['Air'],2023-08-29,2023-08-28,Anne Arundel,Incident Closed - No further action,,2023-08-29
389,390,181419,"Poor air quality, chemical odor in her neighborhood.  She hears a machine that may be creating the odor.",['Air'],2023-08-29,2023-08-28,Charles,Under Investigation,,
390,391,181418,Digging Up a Stream,['Other'],2023-08-28,2023-08-28,Frederick,Referred to WMA,21788,
391,392,181416,Odor Complaint,['Odor'],2023-08-22,2023-08-22,Dorchester,Incident Closed - No further action,21835,2023-08-22
392,393,181412,Dust issue from quarry,['Other'],2023-08-17,2023-08-17,Howard,Incident Closed-Managed,20794,2023-08-28
393,394,181403,Neighbor is burning trash.,['Open Burning'],2023-08-21,,Harford,Incident Closed-Managed,,2023-08-22
394,395,181391,Exterior Radio frequency waves in the air are causing noises from the wall in her house.,['Noise Complaint'],2023-08-17,2023-08-16,Anne Arundel,Incident Not Applicable to MDE,,
395,396,181379,Concern of smoke of Cigarette and Marijuana,['Other'],2023-08-10,2023-08-10,Prince George's,Incident Closed-Managed,,2023-08-14
396,397,181376,Odor from holding tank.,['Odor'],2023-08-14,2023-08-14,Dorchester,Referred to WMA,21643,
397,398,181375,Dust and Smoke,"['Fugitive Dust/Particulate Matter', 'Smoke']",2023-08-11,2023-08-11,Washington,Under Investigation,21740,
398,399,181372,Odor Complaint,['Odor'],2023-08-10,2023-08-10,Anne Arundel,Incident Closed - No further action,,2023-08-10
399,400,181371,Complainant described strong odor emanating from Petroleum Management. Employees from nearby business complain of burning of their eyes. Complainant also said PMI was dumping liquids into the sewer.,['Odor'],2023-08-11,2023-08-09,Baltimore City,Incident Closed - No further action,,2023-08-14
400,401,181365,Odors from a holding tank.,['Odor'],2023-08-07,2023-08-05,Dorchester,Incident Closed-No Violation Observed,21643,2023-08-08
401,402,181349,Lead,['Other'],2023-08-07,2023-08-07,Not Yet Determined,Incident Closed - No further action,,2023-08-08
402,403,181348,Abandoned Gas Well,['Other'],2023-08-02,2023-08-02,Garrett,Incident Closed - No further action,21550,2023-08-08
403,404,181343,testing of fugitive matter from AC,['Other'],2023-08-07,2023-08-07,Not Yet Determined,Incident Closed-Managed,,2023-08-07
404,405,181327,Odors from a holding tank.,['Odor'],2023-07-31,2023-07-31,Dorchester,Incident Closed - No further action,21643,2023-07-31
405,406,181314,Smoke from burning at a sawmill.,['Air'],2023-07-27,2023-07-27,Charles,Under Investigation,,
406,407,181313,Odor,['Odor'],2023-07-26,,Baltimore,Incident Closed - No further action,,2023-07-27
407,408,181311,Dust and Air Quality Concerns,['Fugitive Dust/Particulate Matter'],2023-07-24,2023-07-24,Washington,Under Investigation,21740,
408,409,181307,Unknown odor,['Odor'],2023-07-26,,Baltimore,Incident Closed - No further action,,2023-07-27
409,410,181304,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-07-15,2023-07-15,Baltimore City,Incident Closed-Managed,,2023-07-25
410,411,181303,That a BGE contractor left behind excessive fugitive dust in front of her home.,['Fugitive Dust/Particulate Matter'],2023-07-13,2023-07-13,Baltimore City,Incident Closed-Managed,,2023-07-25
411,412,181302,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-07-09,2023-07-09,Baltimore City,Incident Closed-Managed,,2023-07-25
412,413,181301,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-07-07,2023-07-07,Baltimore City,Incident Closed-Managed,,2023-07-25
413,414,181300,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-07-06,2023-07-06,Baltimore City,Incident Closed-Managed,,2023-07-25
414,415,181297,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-06-26,2023-06-26,Baltimore City,Incident Closed-Managed,,2023-07-25
415,416,181296,He wants someone to test indoor air quality.,['Air'],2023-06-24,2023-06-24,Baltimore City,Incident Closed - No further action,,2023-07-25
416,417,181295,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-06-22,2023-06-22,Baltimore City,Incident Closed-Managed,,2023-07-25
417,418,181294,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-06-16,2023-06-16,Baltimore City,Incident Closed-Managed,,2023-07-25
418,419,181293,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-07-12,2023-06-12,Baltimore City,Incident Closed-Managed,,2023-07-25
419,420,181292,"Power washed her home, now concerned about silica dust that was created.",['Fugitive Dust/Particulate Matter'],2023-06-06,2023-06-06,Baltimore City,Incident Closed - No further action,,2023-07-25
420,421,181291,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-06-05,2023-06-05,Baltimore City,Incident Closed-Managed,,2023-07-25
421,422,181290,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-06-02,2023-06-02,Baltimore City,Incident Closed-Managed,,2023-07-25
422,423,181289,Smoke from neighbor burning,['Smoke'],2023-07-24,,Harford,Incident Closed-Managed,,2023-07-31
423,424,181284,Severe overspray coming from exhaust of Airpark Auto Center vehicle paint spray booth.,['Air'],2023-07-17,2022-11-30,Montgomery,Under Investigation,20879,
424,425,181283,Air quality concerns regarding Purple Line construction.,"['Air', 'Fugitive Dust/Particulate Matter', 'Odor']",2023-07-14,2023-07-14,Montgomery,Referred to Outside Agency,,
425,426,181278,Burning on Pavement,"['Odor', 'Open Burning', 'Smoke']",2023-07-11,2023-07-10,Allegany,Incident Closed-Managed,21501,2023-07-21
426,427,171278,Dust from Grable's Commercial sandblasting & spray painting.,['Air'],2023-07-20,2023-07-20,Frederick,Under Investigation,,
427,428,171263,Burning Plastics,"['Odor', 'Open Burning', 'Smoke']",2023-07-06,2023-06-28,Garrett,Incident Closed - No further action,21550,2024-01-31
428,429,171261,BurningTires,"['Odor', 'Open Burning', 'Smoke']",2023-07-06,2023-06-16,Garrett,Incident Closed - No further action,21531,2024-01-31
429,430,171257,Dust from sandblasting and overspray of commercial vehicles and parts.,['Air'],2023-07-17,2023-07-17,Frederick,Under Investigation,21757,
430,431,171251,Formaldehyde type of odor in new apartment.  Would like indoor air test.  The County was not provided in original message.,['Air'],2023-07-13,2023-07-13,Prince George's,Incident Closed-No Violation Observed,,2023-07-13
431,432,171247,Smoke and odor from open burning,['Open Burning'],2023-07-03,2023-07-03,Wicomico,Incident Closed-No Violation Observed,21804,2023-07-06
432,433,171235,concern of odor from American Paving Fabrics,['Other'],2023-07-06,2023-07-06,Howard,Incident Closed-Managed,,2023-07-10
433,434,171234,Smoke from neighbor's firepit smoldering.,['Air'],2023-07-10,2023-07-06,Anne Arundel,Incident Closed-Managed,21054,2023-07-17
434,435,171233,Smoke from burning furniture in their yard.,['Air'],2023-07-10,2023-07-05,Anne Arundel,Incident Closed-Managed,21122,2023-07-17
435,436,171232,Odor from dumpster at building construction site.,['Air'],2023-07-10,2023-07-03,Anne Arundel,Incident Closed-Clean-up Completed,21401,2023-07-14
436,437,171231,Spray painting without a spray booth.  FY23-275851-3714-CV,['Air'],2023-07-10,2023-07-06,Frederick,Incident Closed-No Violation Observed,21770,2023-07-14
437,438,171223,Concern of Freon/Ac,['Other'],2023-07-05,2023-07-05,Prince George's,Incident Closed-Managed,,2023-07-07
438,439,171218,Inquiry of air quality forecast,['Other'],2023-06-29,2023-06-29,Howard,Incident Closed-Managed,,2023-07-05
439,440,171217,concern of Freon /AC,['Other'],2023-06-28,2023-06-28,Prince George's,Incident Closed-Managed,,2023-07-05
440,441,171212,Haze and air quality index high. Canadian wildfires.,['Air'],2023-06-30,2023-06-29,Anne Arundel,Incident Closed - No further action,,2023-06-30
441,442,171211,Concern over the fire department's house burn for training.,['Smoke'],2023-06-29,,Harford,Incident Closed - No further action,,2023-06-30
442,443,171210,Severe odors occurring from liquid manure/ sludge application at agricultural field in Westminster.,"['Air', 'Odor']",2023-06-29,2023-06-29,Carroll,Referred to Outside Agency,21158,
443,444,171206,Indoor air of complainant's apartment has odors.,['Odor'],2023-06-27,,Baltimore,Incident Not Applicable to MDE,,
444,445,171205,Concerned with general poor ambient air quality in Maryland and would like to know what actions are being taken to improve air quality.,['Air'],2023-06-28,2023-06-28,Statewide,Incident Closed-Managed,,2023-06-29
445,446,171195,"Concerns regarding unknown indoor environmental factors inside home causing sores and ""electric"" feeling.",['Air'],2023-06-28,2023-06-28,Baltimore,Incident Closed - No further action,,2023-06-28
446,447,171188,Fumes from racetrack,['Fumes'],2023-06-26,,Harford,Incident Closed-Managed,,2023-06-29
447,448,171187,100% opacity of black smoke from crematory stack.  Video submitted.,['Air'],2023-06-27,2023-06-27,Charles,Under Investigation,,
448,449,171180,Automobile shop operating without machine.,['Other'],2023-06-26,2023-06-26,Not Yet Determined,Incident Closed-Managed,,2023-07-07
449,450,171155,Dust from sandblasting of commercial vehicles.,['Air'],2023-06-23,2023-06-23,Frederick,Under Investigation,,
450,451,161146,Dust and straw from county stabilization project.,['Fugitive Dust/Particulate Matter'],2023-06-21,,Baltimore,Incident Closed - No further action,,2023-06-21
451,452,161144,Dust from sandblasting vehicles.,['Air'],2023-06-21,2023-06-20,Frederick,Under Investigation,,
452,453,161143,Dust from sand blasting.  Video submitted,['Air'],2023-06-21,2023-06-19,Frederick,Under Investigation,,
453,454,161141,Odors from WWTP,['Odor'],2023-06-20,2023-06-15,Washington,Referred to WMA,21782,
454,455,161135,Complainant believes that York Building Products Principio Quarry is responsible for sand and dust concerns at Chesapeake House Travel Plaza.,"['Air', 'Fugitive Dust/Particulate Matter']",2023-06-06,2023-05-22,Cecil,Incident Closed-Managed,21904,2023-06-15
455,456,161134,"Degreaser overspray and oil dumped onto land from the Fleet Maintenance Brothers business.  Business is a junkyard for vehicles & vehicle & tractor trailer repairs. 
 Complainant lives next door.  Complainant would like to know if degreasers are more hazardous than  ETO's as discussed in their community meeting.",['Air'],2023-06-15,2023-06-13,Anne Arundel,Incident Closed-Managed,20794,2023-06-16
456,457,161132,Neighboring property is an illegal salvage yard. Consistent open burning of materials is occurring at this site. Cecil County government is not addressing the concerns.,['Open Burning'],2023-06-12,2023-06-12,Cecil,Referred to Outside Agency,21921,
457,458,161130,Dust from Chesapeake Monuments,['Fugitive Dust/Particulate Matter'],2023-06-14,,Baltimore,Incident Closed-No Violation Observed,,2023-06-23
458,459,161125,Dust from company making monuments.,['Fugitive Dust/Particulate Matter'],2023-06-14,,Baltimore,Incident Closed-No Violation Observed,,2023-06-23
459,460,161116,"Neighbors are open burning in a fire pit, also have outside grill.",['Open Burning'],2023-06-05,2023-06-05,Carroll,Referred to Outside Agency,21771,
460,461,161115,Dust from sandblasting at Grable's Commercial Sandblasting & Spray painting business crossing property line  to neighbor's house and vehicle.,['Air'],2023-06-12,2023-06-12,Frederick,Under Investigation,,
461,462,161112,Concern of fumes from a commercial building painting cars,['Other'],2023-06-07,2023-06-07,Howard,Incident Closed-Managed,,2023-08-07
462,463,161111,concern of sticky substance falling from the sky.,['Other'],2023-06-06,2023-06-06,Howard,Incident Closed-Managed,,2023-06-12
463,464,161106,Dust on Road,['Fugitive Dust/Particulate Matter'],2023-06-02,2023-06-02,Allegany,Incident Closed - No further action,,2024-01-31
464,465,161105,Neighboring farm is spreading manure.,['Odor'],2023-06-09,,Harford,Referred to Outside Agency,,
465,466,161104,Employees standing outside in bad air quality.,['Air'],2023-06-08,,Harford,Incident Closed-Managed,,2023-06-09
466,467,161102,"Open burning of trees, building materials/refuse.",['Open Burning'],2023-06-06,2023-06-06,Wicomico,Incident Closed-No Violation Observed,21801,2023-06-06
467,468,161102,"Open burning of trees, building materials/refuse.",['Open Burning'],2023-06-06,2023-06-06,Wicomico,Incident Closed-No Violation Observed,21822,2023-06-06
468,469,161101,Paint chips on property from prepping water tower to be painted.,['Fugitive Dust/Particulate Matter'],2023-06-07,2023-06-07,Dorchester,Incident Closed-Managed,21664,2023-06-08
469,470,161093,Dust from sand blasting and overspray from spray painting.  Dust crosses property line.,['Air'],2023-06-08,2023-06-07,Frederick,Under Investigation,,
470,471,161092,Sticky substance on her car windshield.,['Air'],2023-06-08,2023-06-05,Frederick,Incident Closed - No further action,,2023-06-08
471,472,161089,Dust At Concrete Plant,['Fugitive Dust/Particulate Matter'],2023-05-19,2023-05-10,Washington,Under Investigation,21740,
472,473,161086,Garbage in Stream,['Non-Tidal Wetlands/Waterway'],2023-05-17,2023-05-17,Allegany,Incident Closed - No further action,21539,2023-06-08
473,474,161081,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-06-01,2023-06-01,Baltimore City,Incident Closed-Managed,,2023-06-07
474,475,161080,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-31,2023-05-31,Baltimore City,Incident Closed-Managed,,2023-06-07
475,476,161079,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-29,2023-05-29,Baltimore City,Incident Closed-Managed,,2023-06-07
476,477,161078,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-28,2023-05-28,Baltimore City,Incident Closed-Managed,,2023-06-07
477,478,161077,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-27,2023-05-27,Baltimore City,Incident Closed-Managed,,2023-06-07
478,479,161076,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-24,2023-05-24,Baltimore City,Incident Closed-Managed,,2023-06-07
479,480,161075,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-19,2023-05-19,Baltimore City,Incident Closed-Managed,,2023-06-07
480,481,161074,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-18,2023-05-18,Baltimore City,Incident Closed-Managed,,2023-06-07
481,482,161073,Dust created by power washing.,['Fugitive Dust/Particulate Matter'],2023-05-17,2023-05-17,Baltimore City,Incident Closed-Managed,,2023-06-07
482,483,161072,Street covered in white substance.,['Fugitive Dust/Particulate Matter'],2023-05-16,2023-05-16,Baltimore City,Incident Closed-Managed,,2023-06-07
483,484,161071,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-10,2023-05-10,Baltimore City,Incident Closed-Managed,,2023-06-07
484,485,161070,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-09,2023-05-09,Baltimore City,Incident Closed-Managed,,2023-06-07
486,487,161065,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-08,2023-05-08,Baltimore City,Incident Closed-Managed,,2023-06-06
487,488,161064,Concern of odor and emission from asphalt,['Other'],2023-06-05,2023-06-05,Howard,Incident Closed-Managed,,2023-06-06
488,489,161063,Construction dust affecting apartment resident,['Other'],2023-06-01,2023-06-01,Prince George's,Incident Closed-Managed,,2023-06-06
489,490,161062,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-07,2023-05-07,Baltimore City,Incident Closed-Managed,,2023-06-06
490,491,161061,Concern of odor from asphalt plant,['Other'],2023-06-01,2023-06-01,Howard,Incident Closed-Managed,21075,2023-06-06
491,492,161060,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-06,2023-05-06,Baltimore City,Incident Closed-Managed,,2023-06-06
492,493,161059,concern of odor and emission from asphalt plant,['Other'],2023-05-31,2023-05-31,Howard,Incident Closed-Managed,21075,2023-06-06
493,494,161058,concern of odor and emissions from asphalt plant,['Other'],2023-05-23,2023-05-23,Howard,Incident Closed-Managed,21075,2023-06-06
494,495,161057,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-05-05,2023-05-05,Baltimore City,Incident Closed-Managed,,2023-06-06
495,496,161055,Dust from sandblasting vehicles and vehicle parts.  Overspray from spray painting.,['Air'],2023-06-06,2023-06-03,Anne Arundel,Under Investigation,,
496,497,161054,Dust from demolition of building,['Air'],2023-06-06,2023-06-02,Anne Arundel,Incident Closed-No Violation Observed,,2023-10-27
497,498,161042,Dust from sand blasting vehicles and overspray from spray painting,['Air'],2023-06-02,2023-06-02,Frederick,Under Investigation,,
498,499,161041,Dust from sand blasting vehicles and overspray from spray painting.,['Air'],2023-06-02,2023-05-31,Frederick,Under Investigation,,
499,500,161040,Dust from sand blasting vehicles & overspray from spray painting.,['Air'],2023-06-02,2023-05-26,Frederick,Under Investigation,,
500,501,161035,Smoke from burning leaves at her neighbor's house.,['Air'],2023-06-02,2023-06-01,Anne Arundel,Under Investigation,,
501,502,161034,Inquiry about open burning and fire pits.,['Air'],2023-06-02,2023-05-31,Anne Arundel,Incident Closed - No further action,,2023-06-02
502,503,161033,Complainant detected a chemical odor in the air near her residence.,['Air'],2023-06-02,2023-05-31,Anne Arundel,Incident Closed-No Violation Observed,21113,2023-06-02
503,504,161032,Dust from neighbor cutting stones for a patio or sidewalk.,['Air'],2023-06-02,2023-05-30,Anne Arundel,Incident Closed - No further action,,2023-06-02
504,505,161031,Dust from constructing baseball fields at GORC park which is located adjacent to the Complainant's house.  Trees in between properties.,['Air'],2023-06-02,2023-05-26,Anne Arundel,Incident Closed-No Violation Observed,21113,2023-06-12
505,506,161030,Question re open burning,['Other'],2023-06-01,,St. Mary's,Incident Closed - No further action,,2023-06-02
506,507,161027,Neighbor is having siding installed. Construction company is cutting PVC components without dust suppression. Causing fugitive dust issues.,"['Air', 'Fugitive Dust/Particulate Matter']",2023-05-31,2023-05-31,Montgomery,Referred to Outside Agency,20912,
507,508,161012,Concerned with fumes from roof tarring and other construction activity and the health effects on students.,"['Air', 'Fumes', 'Odor']",2023-05-25,2023-05-25,Montgomery,Incident Closed-Managed,20853,2023-09-21
508,509,161012,Concerned with fumes from roof tarring and other construction activity and the health effects on students.,"['Air', 'Fumes', 'Odor']",2023-05-25,2023-05-25,Montgomery,Incident Closed-Managed,20837,2023-09-21
509,510,161008,Requested info for Balto co burn permit,['Other'],2023-05-25,,Baltimore,Incident Closed - No further action,,2023-05-26
510,511,161002,Dust from sandblasting vehicles and vehicle parts.  No dust control measures.  Dust exits concrete building to outside and crosses property.,['Air'],2023-05-24,2023-05-24,Frederick,Under Investigation,,
511,512,161000,"Smoke, odors and fumes from restaurant outdoor smokers.","['Fumes', 'Odor', 'Smoke']",2023-05-23,2023-05-23,Wicomico,Incident Closed-Managed,21801,2023-05-24
512,513,160992,Horrendous odor in area around facility.,['Odor'],2023-05-22,2023-05-13,Baltimore,Incident Closed - No further action,21222,2023-05-22
513,514,160990,"Concerned that seals in place throughout inside of school are not properly installed, leading to infiltration of roof tar odors inside Poolesville High School.","['Air', 'Fumes', 'Odor']",2023-05-19,2023-05-19,Montgomery,Incident Closed-Managed,20837,2023-09-21
514,515,160989,Health concerns regarding roofing tar used at Poolesville High School and Parkland Middle School.,"['Air', 'Fumes', 'Odor']",2023-05-19,2023-05-19,Montgomery,Incident Closed-Managed,20853,2023-09-21
515,516,160989,Health concerns regarding roofing tar used at Poolesville High School and Parkland Middle School.,"['Air', 'Fumes', 'Odor']",2023-05-19,2023-05-19,Montgomery,Incident Closed-Managed,20837,2023-09-21
516,517,160986,Airplane is spraying chemicals on neighboring farm.,['Fumes'],2023-05-18,,Baltimore,Referred to Outside Agency,,
517,518,160982,Dust from land excavation.  Construction site for a new building.  Dust blowing onto to residence property.,['Air'],2023-05-19,2023-05-18,Frederick,Incident Closed - No further action,,2023-11-17
518,519,160982,Dust from land excavation.  Construction site for a new building.  Dust blowing onto to residence property.,['Air'],2023-05-19,2023-05-18,Frederick,Incident Closed - No further action,,2023-11-17
519,520,160981,Burning green wood in backyard firepit and creating smoke.,['Air'],2023-05-19,2023-05-17,Anne Arundel,Incident Closed - No further action,,2023-05-19
520,521,150983,Health concerns related to construction activity at Poolesville High School and Parkland Magnet Middle School.,"['Air', 'Fumes', 'Odor']",2023-05-16,2023-05-16,Montgomery,Incident Closed-Managed,20853,2023-09-21
521,522,150983,Health concerns related to construction activity at Poolesville High School and Parkland Magnet Middle School.,"['Air', 'Fumes', 'Odor']",2023-05-16,2023-05-16,Montgomery,Incident Closed-Managed,20837,2023-09-21
522,523,150982,Health concerns related to roofing tar exposure at Parkland Magnet Middle School.,"['Air', 'Fumes', 'Odor']",2023-05-16,2023-05-16,Montgomery,Incident Closed-Managed,20853,2023-09-21
523,524,150981,Automotive business painting cars in tent behind building. EPA referral.,['Air'],2023-05-09,2023-05-09,Montgomery,Incident Closed-Managed,20879,2023-05-18
524,525,150978,Odor Complaint,['Odor'],2023-05-04,2023-05-04,Dorchester,Incident Closed - No further action,21835,2023-05-04
525,526,150977,Fumes from the generator next door.,['Fumes'],2023-05-16,,Baltimore,Incident Closed-Managed,,2023-05-17
526,527,150965,"Continued concerns regarding construction activity at Poolesville High School. Concerns include roof tarring, fireproofing, and acoustic foam installation.","['Air', 'Fumes', 'Odor']",2023-05-15,2023-05-15,Montgomery,Incident Closed-Managed,20837,2023-09-21
527,528,150964,Apt building next door's generator is creating fumes.,['Fumes'],2023-05-15,,Baltimore,Incident Closed-Managed,,2023-05-17
528,529,150963,Neighbor's dog and cat feces,['Odor'],2023-05-15,,Baltimore,Referred to Outside Agency,,
529,530,150958,Neighbor's van leaks motor oil on the parking lot in their townhouse neighborhood.,['Air'],2023-05-15,2023-05-12,Frederick,Incident Closed - No further action,,2023-05-15
530,531,150957,Dust from sand blasting and spray painting,['Air'],2023-05-15,2023-05-09,Frederick,Under Investigation,,
531,532,150956,Smoke from burning leaves at neighbor's yard.,['Air'],2023-05-15,2023-05-08,Anne Arundel,Incident Closed-No Violation Observed,,2023-05-15
532,533,150951,Smoke observed at Aberdeen Proving Ground.,['Smoke'],2023-05-12,2023-03-09,Harford,Incident Closed - No further action,,2023-05-12
533,534,150950,Smoke observed at Aberdeen Proving Ground.,['Smoke'],2023-05-12,2023-03-09,Harford,Incident Closed - No further action,,2023-05-12
534,535,150949,Smoke observed at Aberdeen Proving Ground.,['Smoke'],2023-05-12,2023-03-09,Harford,Incident Closed - No further action,,2023-05-12
535,536,150947,Poolesville High School construction project concerns. Including roof tar and indoor air quality.,"['Air', 'Fumes', 'Odor']",2023-05-11,2023-05-11,Montgomery,Incident Closed-Managed,20837,2023-09-21
536,537,150946,Battery acid or sulfates being sprayed in the air system at Walmart.,['Air'],2023-05-12,2023-05-11,Charles,Incident Closed-No Violation Observed,20601,2023-06-14
537,538,150945,Poolesville High School parent concerned with roof tarring and application of fireproofing material at the school.,"['Air', 'Fumes', 'Odor']",2023-05-07,2023-05-07,Montgomery,Incident Closed-Managed,20837,2023-09-21
538,539,150941,Odor Complaint,['Odor'],2023-04-07,2023-04-07,Howard,Incident Closed - No further action,20723,2023-04-07
539,540,150938,"Wolff Tree & Landscape, LLC may have tub grinders on-site used for wood processing.","['Air', 'Other']",2023-04-20,2023-04-20,Carroll,Referred to Outside Agency,21776-811,
540,541,150932,Bus Idling at elementary school,['Other'],2023-05-08,2023-05-08,Prince George's,Incident Closed-Managed,,2023-05-10
541,542,150931,Indoor air quality,['Other'],2023-05-03,2023-05-03,Prince George's,Incident Closed-Managed,,2023-06-14
542,543,150930,A business is sand blasting containers and painting them outside.,['Fugitive Dust/Particulate Matter'],2023-04-20,2023-04-20,Baltimore City,Incident Closed-Managed,,2023-05-09
543,544,150929,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-04-26,2023-04-26,Baltimore City,Incident Closed-Managed,,2023-05-09
544,545,150928,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-04-23,2023-04-23,Baltimore City,Incident Closed-Managed,,2023-05-09
545,546,150927,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-04-22,2023-04-22,Baltimore City,Incident Closed-Managed,,2023-05-09
546,547,150926,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-04-21,2023-04-21,Baltimore City,Incident Closed-Managed,,2023-05-09
547,548,150925,Video submitted via cell phone of dust created from the facility.,['Air'],2023-05-09,2023-05-09,Frederick,Under Investigation,,
548,549,150916,Seafood odor from storage of fish & shellfish at the homeowner's house.,['Air'],2023-05-08,2023-05-04,Anne Arundel,Incident Closed-No Violation Observed,,2023-05-08
549,550,150915,Odor from smoke,['Air'],2023-05-08,2023-05-04,Anne Arundel,Incident Closed - No further action,,2023-05-19
550,551,150914,Odor from dirty radiator coils inside apartment.,['Air'],2023-05-08,2023-05-03,Anne Arundel,Incident Closed - No further action,,2023-05-19
551,552,150902,Fire being fed by backhoe.,['Open Burning'],2023-05-03,2023-05-03,Somerset,Incident Closed-No Violation Observed,21853,2023-05-03
552,553,150896,Odor,['Odor'],2023-05-02,,Baltimore,Incident Closed-No Violation Observed,21093,2023-05-08
553,554,150894,Concerns regarding indoor air quality after replacing HVAC in home.,"['Air', 'Other']",2023-05-01,2023-05-01,Cecil,Incident Closed - No further action,,2023-05-02
554,555,150891,Noise and vibrations being created by neighbors. Cecil County Sheriff referral to MDE.,['Other'],2023-04-28,2023-04-28,Cecil,Referred to Outside Agency,21901,
555,556,150887,Cat urine odor from townhouse,['Air'],2023-05-01,2023-04-28,Anne Arundel,Incident Closed - No further action,,2023-05-05
556,557,150886,Smoke from burning trash,['Air'],2023-05-01,2023-04-26,Anne Arundel,Under Investigation,,
557,558,150867,Laundry company is emitting lint from its dryer vents.,['Other'],2023-04-27,,Baltimore,Incident Closed-Managed,,2023-04-27
558,559,150864,DPS Automotive is creating dust from work being performed. Concerned that facility is not permitted and painting vehicle parts.,"['Air', 'Fugitive Dust/Particulate Matter']",2023-04-20,2023-04-20,Montgomery,Incident Closed-Managed,20852,2023-04-27
559,560,150854,Smoke from open burning at nights and on weekends.,"['Open Burning', 'Smoke']",2023-04-19,2023-04-19,Worcester,Incident Closed-No Violation Observed,21851,2023-05-02
560,561,150854,Smoke from open burning at nights and on weekends.,"['Open Burning', 'Smoke']",2023-04-19,2023-04-19,Worcester,Incident Closed-No Violation Observed,21851,2023-05-02
561,562,150854,Smoke from open burning at nights and on weekends.,"['Open Burning', 'Smoke']",2023-04-19,2023-04-19,Worcester,Incident Closed-No Violation Observed,21851,2023-05-02
562,563,150854,Smoke from open burning at nights and on weekends.,"['Open Burning', 'Smoke']",2023-04-19,2023-04-19,Worcester,Incident Closed-No Violation Observed,21851,2023-05-02
563,564,150854,Smoke from open burning at nights and on weekends.,"['Open Burning', 'Smoke']",2023-04-19,2023-04-19,Worcester,Incident Closed-No Violation Observed,21851,2023-05-02
564,565,150848,Burning,['Open Burning'],2023-04-23,,Harford,Incident Closed-Managed,,2023-04-28
565,566,150843,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-04-16,2023-04-16,Baltimore City,Incident Closed-Managed,,2023-04-21
566,567,150842,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-04-03,2023-04-03,Baltimore City,Incident Closed-Managed,,2023-04-21
567,568,150841,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-03-29,2023-03-29,Baltimore City,Incident Closed-Managed,,2023-04-21
568,569,150840,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-03-27,2023-03-27,Baltimore City,Incident Closed-Managed,,2023-04-21
569,570,150839,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-03-26,2023-03-26,Baltimore City,Incident Closed-Managed,,2023-04-21
570,571,150837,He smells an industrial odor in the residential neighborhood.,['Odor'],2023-03-25,2023-03-25,Baltimore City,Incident Closed-Managed,,2023-04-21
571,572,140835,No dust suppression,['Fugitive Dust/Particulate Matter'],2023-04-19,,Baltimore,Incident Closed - No further action,,2023-04-24
572,573,140834,Smoke from burning hazardous waste at the marina.  Complainant stated she spoke to someone last week and they were going to send someone out.,['Air'],2023-04-20,2023-04-20,Anne Arundel,Under Investigation,,
575,576,140827,Concern of burning tires in the Cheverly area,['Other'],2023-04-12,2023-04-12,Prince George's,Incident Closed-Managed,,2023-04-19
576,577,140826,Dust from sand blasting & spray painting commercial vehicles.  Picture received.,['Air'],2023-04-19,2023-04-19,Frederick,Under Investigation,,
